volume_id,saved_slice_index,candidate_source_slice,offset,image_correlation
126,252,247,-5,0.916190380436976
126,252,248,-4,0.9345303478267367
126,252,249,-3,0.9528542557574222
126,252,250,-2,0.9703839862927734
126,252,251,-1,0.9881463726386255
126,252,252,0,1.0
126,252,253,1,0.9884992911753132
126,252,254,2,0.968822116062127
126,252,255,3,0.9497421421392862
126,252,256,4,0.9332923925778418
126,252,257,5,0.9205147584976393
127,636,631,-5,0.9513710175493345
127,636,632,-4,0.9622462266169629
127,636,633,-3,0.9731629244967722
127,636,634,-2,0.9836677829187755
127,636,635,-1,0.9938056999620022
127,636,636,0,1.0
127,636,637,1,0.9937152708827128
127,636,638,2,0.9828722514905527
127,636,639,3,0.9719495781022037
127,636,640,4,0.9593951896733602
127,636,641,5,0.9456467258965149
128,530,525,-5,0.9468783359283658
128,530,526,-4,0.9570029517562028
128,530,527,-3,0.9671217991854602
128,530,528,-2,0.9770190370275639
128,530,529,-1,0.9887333559174263
128,530,530,0,1.0
128,530,531,1,0.9892586454947676
128,530,532,2,0.978565610866921
128,530,533,3,0.9687703462631192
128,530,534,4,0.9581012873405119
128,530,535,5,0.9481064445459327
129,212,207,-5,0.9473736976027823
129,212,208,-4,0.9559725067637179
129,212,209,-3,0.9644718415740648
129,212,210,-2,0.9740465333251626
129,212,211,-1,0.9880594496537493
129,212,212,0,1.0
129,212,213,1,0.9880809769754106
129,212,214,2,0.9742036879889595
129,212,215,3,0.9641260608147193
129,212,216,4,0.9533730929449672
129,212,217,5,0.9439475556436174
130,501,496,-5,0.9499087678507255
130,501,497,-4,0.9615758625649193
130,501,498,-3,0.9727198631131242
130,501,499,-2,0.9832343075592862
130,501,500,-1,0.9935705826209483
130,501,501,0,1.0
130,501,502,1,0.9935674866809223
130,501,503,2,0.9836063575339292
130,501,504,3,0.9738637072720043
130,501,505,4,0.9648962629828749
130,501,506,5,0.9551528587658575
