model,volume_id,slice_index,sample_id,truth_pixels,predicted_pixels,detected,max_probability,max_truth_probability
control,116,577,v116_s0577,2252,0,False,0.0,0.0
control,116,578,v116_s0578,2304,0,False,0.0,0.0
control,116,579,v116_s0579,2367,0,False,0.0,0.0
control,116,580,v116_s0580,2418,0,False,0.0,0.0
control,116,581,v116_s0581,2487,0,False,0.0,0.0
control,116,582,v116_s0582,2542,0,False,0.0,0.0
control,116,583,v116_s0583,2621,0,False,0.0,0.0
control,116,584,v116_s0584,2585,0,False,0.0,0.0
control,116,585,v116_s0585,2559,0,False,0.0,0.0
control,116,586,v116_s0586,2526,0,False,0.0,0.0
control,116,587,v116_s0587,2513,0,False,0.0,0.0
control,116,588,v116_s0588,2491,0,False,0.0,0.0
control,116,589,v116_s0589,2462,0,False,0.0,0.0
control,116,590,v116_s0590,2431,0,False,0.0,0.0
control,116,591,v116_s0591,2413,0,False,0.0,0.0
control,116,592,v116_s0592,2390,0,False,0.0,0.0
control,116,593,v116_s0593,2365,0,False,0.0,0.0
control,116,594,v116_s0594,2349,0,False,0.0,0.0
control,116,595,v116_s0595,2324,0,False,0.0,0.0
control,116,596,v116_s0596,2310,0,False,0.0,0.0
control,116,597,v116_s0597,2284,0,False,0.0,0.0
control,116,598,v116_s0598,2266,0,False,0.0,0.0
control,116,599,v116_s0599,2249,0,False,0.0,0.0
control,116,600,v116_s0600,2231,0,False,0.0,0.0
control,116,601,v116_s0601,2210,0,False,0.0,0.0
control,116,602,v116_s0602,2183,0,False,0.0,0.0
control,116,603,v116_s0603,2167,0,False,0.0,0.0
control,116,604,v116_s0604,2142,0,False,0.0,0.0
control,116,605,v116_s0605,2130,0,False,0.0,0.0
control,116,606,v116_s0606,2117,0,False,0.0,0.0
control,116,607,v116_s0607,1859,0,False,0.0,0.0
control,116,608,v116_s0608,1800,106,False,0.99951171875,0.002166748046875
control,116,609,v116_s0609,1746,0,False,0.0,0.0
control,116,610,v116_s0610,1695,0,False,0.0,0.0
control,116,611,v116_s0611,1642,37,True,0.99951171875,0.99951171875
control,116,612,v116_s0612,1595,0,False,0.0,0.0
control,116,613,v116_s0613,1554,0,False,0.0,0.0
control,116,614,v116_s0614,1502,0,False,0.0,0.0
control,116,615,v116_s0615,1465,0,False,0.0,0.0
control,116,616,v116_s0616,1348,0,False,0.0,0.0
control,116,617,v116_s0617,1245,0,False,0.0,0.0
control,116,618,v116_s0618,1145,0,False,0.0,0.0
control,116,619,v116_s0619,1051,0,False,0.0,0.0
control,116,620,v116_s0620,966,0,False,0.0,0.0
control,116,621,v116_s0621,887,0,False,0.0,0.0
control,116,622,v116_s0622,818,0,False,0.0,0.0
control,116,623,v116_s0623,743,0,False,0.0,0.0
control,116,624,v116_s0624,682,0,False,0.0,0.0
control,116,625,v116_s0625,620,0,False,0.0,0.0
control,116,626,v116_s0626,563,0,False,0.0,0.0
control,116,627,v116_s0627,513,0,False,0.0,0.0
control,116,628,v116_s0628,0,0,False,0.0,
control,116,629,v116_s0629,0,0,False,0.0,
control,116,630,v116_s0630,0,0,False,0.0,
control,116,631,v116_s0631,0,0,False,0.0,
control,116,632,v116_s0632,0,0,False,0.0,
control,116,633,v116_s0633,0,0,False,0.0,
control,116,634,v116_s0634,0,0,False,0.0,
control,116,635,v116_s0635,0,0,False,0.0,
control,116,636,v116_s0636,0,0,False,0.0,
control,116,637,v116_s0637,0,0,False,0.0,
control,116,638,v116_s0638,0,0,False,0.0,
control,116,639,v116_s0639,0,0,False,0.0,
control,116,640,v116_s0640,0,0,False,0.0,
control,116,641,v116_s0641,0,0,False,0.0,
control,116,642,v116_s0642,0,0,False,0.0,
control,116,643,v116_s0643,0,0,False,0.0,
control,116,644,v116_s0644,0,0,False,0.0,
control,116,645,v116_s0645,0,0,False,0.0,
control,116,646,v116_s0646,0,0,False,0.0,
control,116,647,v116_s0647,0,0,False,0.0,
control,116,648,v116_s0648,0,0,False,0.0,
control,116,649,v116_s0649,0,0,False,0.0,
control,116,650,v116_s0650,0,0,False,0.0,
control,116,651,v116_s0651,0,0,False,0.0,
control,116,652,v116_s0652,0,0,False,0.0,
control,116,653,v116_s0653,0,0,False,0.0,
control,116,654,v116_s0654,0,0,False,0.0,
control,116,655,v116_s0655,0,0,False,0.0,
control,116,656,v116_s0656,0,0,False,0.0,
control,116,657,v116_s0657,0,0,False,0.0,
control,116,658,v116_s0658,0,0,False,0.0,
control,116,659,v116_s0659,0,0,False,0.0,
control,116,660,v116_s0660,0,0,False,0.0,
control,116,661,v116_s0661,0,0,False,0.0,
control,116,662,v116_s0662,0,0,False,0.0,
control,116,663,v116_s0663,0,0,False,0.0,
control,116,664,v116_s0664,0,0,False,0.0,
control,116,665,v116_s0665,0,0,False,0.0,
control,116,666,v116_s0666,0,0,False,0.0,
control,116,667,v116_s0667,0,0,False,0.0,
control,116,668,v116_s0668,0,0,False,0.0,
control,116,669,v116_s0669,0,0,False,0.0,
control,116,670,v116_s0670,0,0,False,0.0,
control,116,671,v116_s0671,0,0,False,0.0,
control,116,672,v116_s0672,0,0,False,0.0,
control,116,673,v116_s0673,0,0,False,0.0,
control,116,674,v116_s0674,0,0,False,0.0,
control,116,675,v116_s0675,0,0,False,0.0,
control,116,676,v116_s0676,0,0,False,0.0,
control,116,677,v116_s0677,0,0,False,0.0,
control,116,678,v116_s0678,0,0,False,0.0,
control,116,679,v116_s0679,0,0,False,0.0,
control,116,680,v116_s0680,0,0,False,0.0,
control,116,681,v116_s0681,0,0,False,0.0,
control,116,682,v116_s0682,0,0,False,0.0,
control,116,683,v116_s0683,0,0,False,0.0,
control,116,684,v116_s0684,0,0,False,0.0,
control,116,685,v116_s0685,0,0,False,0.0,
control,116,686,v116_s0686,0,0,False,0.0,
control,116,687,v116_s0687,0,0,False,0.0,
control,116,688,v116_s0688,0,0,False,0.0,
control,116,689,v116_s0689,0,0,False,0.0,
control,116,690,v116_s0690,0,0,False,0.0,
control,116,691,v116_s0691,0,0,False,0.0,
control,116,692,v116_s0692,0,0,False,0.0,
control,116,693,v116_s0693,0,0,False,0.0,
control,116,694,v116_s0694,0,0,False,0.0,
control,116,695,v116_s0695,0,0,False,0.0,
control,116,696,v116_s0696,0,0,False,0.0,
control,116,697,v116_s0697,0,0,False,0.0,
control,116,698,v116_s0698,0,0,False,0.0,
control,116,699,v116_s0699,0,0,False,0.0,
control,116,700,v116_s0700,0,0,False,0.0,
control,116,701,v116_s0701,0,0,False,0.0,
control,116,702,v116_s0702,0,0,False,0.0,
control,116,703,v116_s0703,0,0,False,0.0,
control,116,704,v116_s0704,0,0,False,0.0,
control,116,705,v116_s0705,0,0,False,0.0,
control,116,706,v116_s0706,0,0,False,0.0,
control,116,707,v116_s0707,0,0,False,0.0,
control,116,708,v116_s0708,0,0,False,0.0,
control,116,709,v116_s0709,0,0,False,0.0,
control,116,710,v116_s0710,0,0,False,0.0,
control,116,711,v116_s0711,0,0,False,0.0,
control,116,712,v116_s0712,0,0,False,0.0,
control,116,713,v116_s0713,0,0,False,0.0,
control,116,714,v116_s0714,0,0,False,0.0,
control,116,715,v116_s0715,0,0,False,0.0,
control,116,716,v116_s0716,0,0,False,0.0,
control,116,717,v116_s0717,0,0,False,0.0,
control,116,718,v116_s0718,0,0,False,0.0,
control,116,719,v116_s0719,0,0,False,0.0,
control,116,720,v116_s0720,0,0,False,0.0,
control,116,721,v116_s0721,0,0,False,0.0,
control,116,722,v116_s0722,0,0,False,0.0,
control,116,723,v116_s0723,0,0,False,0.0,
control,116,724,v116_s0724,0,0,False,0.0,
control,116,725,v116_s0725,0,0,False,0.0,
control,116,726,v116_s0726,0,0,False,0.0,
control,116,727,v116_s0727,0,0,False,0.0,
control,116,728,v116_s0728,0,0,False,0.0,
control,116,729,v116_s0729,0,0,False,0.0,
control,116,730,v116_s0730,0,0,False,0.0,
control,116,731,v116_s0731,0,0,False,0.0,
control,116,732,v116_s0732,0,0,False,0.0,
control,116,733,v116_s0733,0,0,False,0.0,
control,116,734,v116_s0734,0,0,False,0.0,
control,116,735,v116_s0735,0,0,False,0.0,
control,116,736,v116_s0736,0,0,False,0.0,
control,116,737,v116_s0737,0,0,False,0.0,
control,116,738,v116_s0738,0,0,False,0.0,
control,116,739,v116_s0739,0,0,False,0.0,
control,116,740,v116_s0740,0,0,False,0.0,
control,116,741,v116_s0741,0,0,False,0.0,
control,116,742,v116_s0742,0,0,False,0.0,
control,116,743,v116_s0743,0,0,False,0.0,
control,116,744,v116_s0744,0,0,False,0.0,
control,116,745,v116_s0745,0,0,False,0.0,
control,116,746,v116_s0746,0,0,False,0.0,
control,116,747,v116_s0747,0,0,False,0.0,
control,116,748,v116_s0748,0,0,False,0.0,
control,116,749,v116_s0749,0,0,False,0.0,
control,116,750,v116_s0750,0,0,False,0.0,
control,116,751,v116_s0751,0,0,False,0.0,
control,116,752,v116_s0752,0,0,False,0.0,
control,116,753,v116_s0753,0,0,False,0.0,
control,116,754,v116_s0754,0,0,False,0.0,
control,116,755,v116_s0755,0,0,False,0.0,
control,116,756,v116_s0756,0,0,False,0.0,
control,116,757,v116_s0757,0,0,False,0.0,
control,116,758,v116_s0758,0,0,False,0.0,
control,116,759,v116_s0759,0,0,False,0.0,
control,116,760,v116_s0760,0,0,False,0.0,
control,116,761,v116_s0761,0,0,False,0.0,
control,116,762,v116_s0762,0,0,False,0.0,
control,116,763,v116_s0763,0,0,False,0.0,
control,116,764,v116_s0764,0,0,False,0.0,
control,116,765,v116_s0765,0,0,False,0.0,
control,116,766,v116_s0766,0,0,False,0.0,
control,116,767,v116_s0767,0,0,False,0.0,
control,116,768,v116_s0768,0,0,False,0.0,
control,116,769,v116_s0769,0,0,False,0.0,
control,116,770,v116_s0770,0,0,False,0.0,
control,116,771,v116_s0771,0,0,False,0.0,
control,116,772,v116_s0772,0,0,False,0.0,
control,116,773,v116_s0773,0,0,False,0.0,
control,116,774,v116_s0774,0,0,False,0.0,
control,116,775,v116_s0775,0,0,False,0.0,
control,116,776,v116_s0776,0,0,False,0.0,
control,116,777,v116_s0777,0,0,False,0.0,
control,116,778,v116_s0778,0,0,False,0.0,
control,116,779,v116_s0779,0,0,False,0.0,
control,116,780,v116_s0780,0,0,False,0.0,
control,116,781,v116_s0781,0,0,False,0.0,
control,116,782,v116_s0782,0,0,False,0.0,
control,116,783,v116_s0783,0,0,False,0.0,
control,116,784,v116_s0784,0,0,False,0.0,
control,116,785,v116_s0785,0,0,False,0.0,
control,116,786,v116_s0786,0,0,False,0.0,
control,116,787,v116_s0787,0,0,False,0.0,
control,116,788,v116_s0788,0,0,False,0.0,
control,116,789,v116_s0789,0,0,False,0.0,
control,116,790,v116_s0790,0,0,False,0.0,
control,116,791,v116_s0791,0,0,False,0.0,
control,116,792,v116_s0792,0,0,False,0.0,
control,116,793,v116_s0793,0,0,False,0.0,
control,116,794,v116_s0794,0,0,False,0.0,
control,116,795,v116_s0795,0,0,False,0.0,
control,116,796,v116_s0796,0,0,False,0.0,
control,116,797,v116_s0797,0,0,False,0.0,
control,116,798,v116_s0798,0,0,False,0.0,
control,116,799,v116_s0799,0,0,False,0.0,
control,116,800,v116_s0800,0,0,False,0.0,
control,116,801,v116_s0801,0,0,False,0.0,
control,116,802,v116_s0802,0,0,False,0.0,
control,116,803,v116_s0803,0,0,False,0.0,
control,116,804,v116_s0804,0,0,False,0.0,
control,116,805,v116_s0805,0,0,False,0.0,
control,116,806,v116_s0806,0,0,False,0.0,
control,116,807,v116_s0807,0,0,False,0.0,
control,116,808,v116_s0808,0,0,False,0.0,
control,116,809,v116_s0809,0,0,False,0.0,
control,116,810,v116_s0810,0,0,False,0.0,
control,116,811,v116_s0811,0,0,False,0.0,
control,116,812,v116_s0812,0,0,False,0.0,
control,116,813,v116_s0813,0,0,False,0.0,
control,116,814,v116_s0814,0,0,False,0.0,
control,116,815,v116_s0815,0,0,False,0.0,
control,116,816,v116_s0816,0,0,False,0.0,
control,116,817,v116_s0817,0,0,False,0.0,
control,116,818,v116_s0818,0,0,False,0.0,
control,116,819,v116_s0819,0,0,False,0.0,
control,116,820,v116_s0820,0,0,False,0.0,
control,116,821,v116_s0821,0,0,False,0.0,
control,116,822,v116_s0822,0,0,False,0.0,
control,116,823,v116_s0823,0,0,False,0.0,
control,116,824,v116_s0824,0,0,False,0.0,
control,116,825,v116_s0825,0,0,False,0.0,
control,116,826,v116_s0826,0,0,False,0.0,
control,116,827,v116_s0827,0,0,False,0.0,
control,116,828,v116_s0828,0,0,False,0.0,
control,116,829,v116_s0829,0,0,False,0.0,
control,116,830,v116_s0830,0,0,False,0.0,
control,116,831,v116_s0831,0,0,False,0.0,
control,116,832,v116_s0832,0,0,False,0.0,
control,116,833,v116_s0833,0,0,False,0.0,
control,116,834,v116_s0834,0,0,False,0.0,
control,116,835,v116_s0835,0,0,False,0.0,
control,116,836,v116_s0836,0,0,False,0.0,
control,116,837,v116_s0837,0,0,False,0.0,
control,116,838,v116_s0838,0,0,False,0.0,
control,116,839,v116_s0839,0,0,False,0.0,
control,116,840,v116_s0840,0,0,False,0.0,
control,116,841,v116_s0841,0,0,False,0.0,
control,116,842,v116_s0842,0,0,False,0.0,
control,116,843,v116_s0843,0,0,False,0.0,
control,116,844,v116_s0844,0,0,False,0.0,
control,116,845,v116_s0845,0,0,False,0.0,
control,116,846,v116_s0846,0,0,False,0.0,
control,116,847,v116_s0847,0,0,False,0.0,
control,116,848,v116_s0848,0,0,False,0.0,
control,116,849,v116_s0849,0,0,False,0.0,
control,116,850,v116_s0850,0,0,False,0.0,
control,116,851,v116_s0851,0,0,False,0.0,
control,116,852,v116_s0852,0,0,False,0.0,
control,116,853,v116_s0853,0,0,False,0.0,
control,116,854,v116_s0854,0,0,False,0.0,
control,116,855,v116_s0855,0,0,False,0.0,
control,116,856,v116_s0856,0,0,False,0.0,
control,116,857,v116_s0857,0,0,False,0.0,
control,116,858,v116_s0858,0,0,False,0.0,
control,116,859,v116_s0859,0,0,False,0.0,
control,116,860,v116_s0860,0,0,False,0.0,
control,116,861,v116_s0861,0,0,False,0.0,
control,116,862,v116_s0862,0,0,False,0.0,
control,116,863,v116_s0863,0,0,False,0.0,
control,116,864,v116_s0864,0,0,False,0.0,
control,116,865,v116_s0865,0,0,False,0.0,
control,116,866,v116_s0866,0,0,False,0.0,
control,116,867,v116_s0867,0,0,False,0.0,
control,116,868,v116_s0868,0,0,False,0.0,
control,116,869,v116_s0869,0,0,False,0.0,
control,116,870,v116_s0870,0,0,False,0.0,
control,116,871,v116_s0871,0,0,False,0.0,
control,116,872,v116_s0872,0,0,False,0.0,
control,116,873,v116_s0873,0,0,False,0.0,
control,116,874,v116_s0874,0,0,False,0.0,
control,116,875,v116_s0875,0,0,False,0.0,
control,116,876,v116_s0876,0,0,False,0.0,
control,116,877,v116_s0877,0,0,False,0.0,
control,116,878,v116_s0878,0,0,False,0.0,
control,116,879,v116_s0879,0,0,False,0.0,
control,116,880,v116_s0880,0,0,False,0.0,
control,116,881,v116_s0881,0,0,False,0.0,
control,116,882,v116_s0882,0,0,False,0.0,
control,116,883,v116_s0883,0,0,False,0.0,
control,116,884,v116_s0884,0,0,False,0.0,
control,116,885,v116_s0885,0,0,False,0.0,
control,116,886,v116_s0886,0,0,False,0.0,
control,116,887,v116_s0887,0,0,False,0.0,
control,116,888,v116_s0888,0,0,False,0.0,
control,116,889,v116_s0889,0,0,False,0.0,
control,116,890,v116_s0890,0,0,False,0.0,
control,116,891,v116_s0891,0,0,False,0.0,
control,116,892,v116_s0892,0,0,False,0.0,
control,116,893,v116_s0893,0,0,False,0.0,
control,116,894,v116_s0894,0,0,False,0.0,
control,116,895,v116_s0895,0,0,False,0.0,
control,116,896,v116_s0896,0,0,False,0.0,
control,116,897,v116_s0897,0,0,False,0.0,
control,116,898,v116_s0898,0,0,False,0.0,
control,116,899,v116_s0899,0,0,False,0.0,
control,116,900,v116_s0900,0,0,False,0.0,
control,116,901,v116_s0901,0,0,False,0.0,
control,116,902,v116_s0902,0,0,False,0.0,
control,116,903,v116_s0903,0,0,False,0.0,
control,116,904,v116_s0904,0,0,False,0.0,
control,116,905,v116_s0905,0,0,False,0.0,
control,116,906,v116_s0906,0,0,False,0.0,
control,116,907,v116_s0907,0,0,False,0.0,
recall_loss,104,0,v104_s0000,0,0,False,0.0,
recall_loss,104,1,v104_s0001,0,0,False,0.0,
recall_loss,104,2,v104_s0002,0,0,False,0.0,
recall_loss,104,3,v104_s0003,0,0,False,0.0,
recall_loss,104,4,v104_s0004,0,0,False,0.0,
recall_loss,104,5,v104_s0005,0,0,False,0.0,
recall_loss,104,6,v104_s0006,0,0,False,0.0,
recall_loss,104,7,v104_s0007,0,0,False,0.0,
recall_loss,104,8,v104_s0008,0,0,False,0.0,
recall_loss,104,9,v104_s0009,0,0,False,0.0,
recall_loss,104,10,v104_s0010,0,0,False,0.0,
recall_loss,104,11,v104_s0011,0,0,False,0.0,
recall_loss,104,12,v104_s0012,0,0,False,0.0,
recall_loss,104,13,v104_s0013,0,0,False,0.0,
recall_loss,104,14,v104_s0014,0,0,False,0.0,
recall_loss,104,15,v104_s0015,0,0,False,0.0,
recall_loss,104,16,v104_s0016,0,0,False,0.0,
recall_loss,104,17,v104_s0017,0,0,False,0.0,
recall_loss,104,18,v104_s0018,0,0,False,0.0,
recall_loss,104,19,v104_s0019,0,0,False,0.0,
recall_loss,104,20,v104_s0020,0,0,False,0.0,
recall_loss,104,21,v104_s0021,0,0,False,0.0,
recall_loss,104,22,v104_s0022,0,0,False,0.0,
recall_loss,104,23,v104_s0023,0,0,False,0.0,
recall_loss,104,24,v104_s0024,0,0,False,0.0,
recall_loss,104,25,v104_s0025,0,0,False,0.0,
recall_loss,104,26,v104_s0026,0,0,False,0.0,
recall_loss,104,27,v104_s0027,0,0,False,0.0,
recall_loss,104,28,v104_s0028,0,0,False,0.0,
recall_loss,104,29,v104_s0029,0,0,False,0.0,
recall_loss,104,30,v104_s0030,0,0,False,0.0,
recall_loss,104,31,v104_s0031,0,0,False,0.0,
recall_loss,104,32,v104_s0032,0,0,False,0.0,
recall_loss,104,33,v104_s0033,0,0,False,0.0,
recall_loss,104,34,v104_s0034,0,0,False,0.0,
recall_loss,104,35,v104_s0035,0,0,False,0.0,
recall_loss,104,36,v104_s0036,0,0,False,0.0,
recall_loss,104,37,v104_s0037,0,0,False,0.0,
recall_loss,104,38,v104_s0038,0,0,False,0.0,
recall_loss,104,39,v104_s0039,0,0,False,0.0,
recall_loss,104,40,v104_s0040,0,0,False,0.0,
recall_loss,104,41,v104_s0041,0,0,False,0.0,
recall_loss,104,42,v104_s0042,0,0,False,0.0,
recall_loss,104,43,v104_s0043,0,0,False,0.0,
recall_loss,104,44,v104_s0044,0,0,False,0.0,
recall_loss,104,45,v104_s0045,0,0,False,0.0,
recall_loss,104,46,v104_s0046,0,0,False,0.0,
recall_loss,104,47,v104_s0047,0,0,False,0.0,
recall_loss,104,48,v104_s0048,0,0,False,0.0,
recall_loss,104,49,v104_s0049,0,0,False,0.0,
recall_loss,104,50,v104_s0050,0,0,False,0.0,
recall_loss,104,51,v104_s0051,0,0,False,0.0,
recall_loss,104,52,v104_s0052,0,0,False,0.0,
recall_loss,104,53,v104_s0053,0,0,False,0.0,
recall_loss,104,54,v104_s0054,0,0,False,0.0,
recall_loss,104,55,v104_s0055,0,0,False,0.0,
recall_loss,104,56,v104_s0056,0,0,False,0.0,
recall_loss,104,57,v104_s0057,0,0,False,0.0,
recall_loss,104,58,v104_s0058,0,0,False,0.0,
recall_loss,104,59,v104_s0059,0,0,False,0.0,
recall_loss,104,60,v104_s0060,0,0,False,0.0,
recall_loss,104,61,v104_s0061,0,0,False,0.0,
recall_loss,104,62,v104_s0062,0,0,False,0.0,
recall_loss,104,63,v104_s0063,0,0,False,0.0,
recall_loss,104,64,v104_s0064,0,0,False,0.0,
recall_loss,104,65,v104_s0065,0,0,False,0.0,
recall_loss,104,66,v104_s0066,0,0,False,0.0,
recall_loss,104,67,v104_s0067,0,0,False,0.0,
recall_loss,104,68,v104_s0068,0,0,False,0.0,
recall_loss,104,69,v104_s0069,0,0,False,0.0,
recall_loss,104,70,v104_s0070,0,0,False,0.0,
recall_loss,104,71,v104_s0071,0,0,False,0.0,
recall_loss,104,72,v104_s0072,0,0,False,0.0,
recall_loss,104,73,v104_s0073,0,0,False,0.0,
recall_loss,104,74,v104_s0074,0,0,False,0.0,
recall_loss,104,75,v104_s0075,0,0,False,0.0,
recall_loss,104,76,v104_s0076,0,0,False,0.0,
recall_loss,104,77,v104_s0077,0,0,False,0.0,
recall_loss,104,78,v104_s0078,0,0,False,0.0,
recall_loss,104,79,v104_s0079,0,0,False,0.0,
recall_loss,104,80,v104_s0080,0,0,False,0.0,
recall_loss,104,81,v104_s0081,0,0,False,0.0,
recall_loss,104,82,v104_s0082,0,0,False,0.0,
recall_loss,104,83,v104_s0083,0,0,False,0.0,
recall_loss,104,84,v104_s0084,0,0,False,0.0,
recall_loss,104,85,v104_s0085,0,0,False,0.0,
recall_loss,104,86,v104_s0086,0,0,False,0.0,
recall_loss,104,87,v104_s0087,0,0,False,0.0,
recall_loss,104,88,v104_s0088,0,0,False,0.0,
recall_loss,104,89,v104_s0089,0,0,False,0.0,
recall_loss,104,90,v104_s0090,0,0,False,0.0,
recall_loss,104,91,v104_s0091,0,0,False,0.0,
recall_loss,104,92,v104_s0092,0,0,False,0.0,
recall_loss,104,93,v104_s0093,0,0,False,0.0,
recall_loss,104,94,v104_s0094,0,0,False,0.0,
recall_loss,104,95,v104_s0095,0,0,False,0.0,
recall_loss,104,96,v104_s0096,0,0,False,0.0,
recall_loss,104,97,v104_s0097,0,0,False,0.0,
recall_loss,104,98,v104_s0098,0,0,False,0.0,
recall_loss,104,99,v104_s0099,0,0,False,0.0,
recall_loss,104,100,v104_s0100,0,0,False,0.0,
recall_loss,104,101,v104_s0101,0,0,False,0.0,
recall_loss,104,102,v104_s0102,0,0,False,0.0,
recall_loss,104,103,v104_s0103,0,0,False,0.0,
recall_loss,104,104,v104_s0104,0,0,False,0.0,
recall_loss,104,105,v104_s0105,0,0,False,0.0,
recall_loss,104,106,v104_s0106,0,0,False,0.0,
recall_loss,104,107,v104_s0107,0,0,False,0.0,
recall_loss,104,108,v104_s0108,0,0,False,0.0,
recall_loss,104,109,v104_s0109,0,0,False,0.0,
recall_loss,104,110,v104_s0110,0,0,False,0.0,
recall_loss,104,111,v104_s0111,0,0,False,0.0,
recall_loss,104,112,v104_s0112,0,0,False,0.0,
recall_loss,104,113,v104_s0113,0,0,False,0.0,
recall_loss,104,114,v104_s0114,0,0,False,0.0,
recall_loss,104,115,v104_s0115,0,0,False,0.0,
recall_loss,104,116,v104_s0116,0,0,False,0.0,
recall_loss,104,117,v104_s0117,0,0,False,0.0,
recall_loss,104,118,v104_s0118,0,0,False,0.0,
recall_loss,104,119,v104_s0119,0,0,False,0.0,
recall_loss,104,120,v104_s0120,0,0,False,0.0,
recall_loss,104,121,v104_s0121,0,0,False,0.0,
recall_loss,104,122,v104_s0122,0,0,False,0.0,
recall_loss,104,123,v104_s0123,0,0,False,0.0,
recall_loss,104,124,v104_s0124,0,0,False,0.0,
recall_loss,104,125,v104_s0125,0,0,False,0.0,
recall_loss,104,126,v104_s0126,0,0,False,0.0,
recall_loss,104,127,v104_s0127,0,0,False,0.0,
recall_loss,104,128,v104_s0128,0,0,False,0.0,
recall_loss,104,129,v104_s0129,0,0,False,0.0,
recall_loss,104,130,v104_s0130,0,0,False,0.0,
recall_loss,104,131,v104_s0131,0,0,False,0.0,
recall_loss,104,132,v104_s0132,0,0,False,0.0,
recall_loss,104,133,v104_s0133,0,0,False,0.0,
recall_loss,104,134,v104_s0134,0,0,False,0.0,
recall_loss,104,135,v104_s0135,0,0,False,0.0,
recall_loss,104,136,v104_s0136,0,0,False,0.0,
recall_loss,104,137,v104_s0137,0,0,False,0.0,
recall_loss,104,138,v104_s0138,0,0,False,0.0,
recall_loss,104,139,v104_s0139,0,0,False,0.0,
recall_loss,104,140,v104_s0140,0,0,False,0.0,
recall_loss,104,141,v104_s0141,0,0,False,0.0,
recall_loss,104,142,v104_s0142,0,0,False,0.0,
recall_loss,104,143,v104_s0143,0,0,False,0.0,
recall_loss,104,144,v104_s0144,0,0,False,0.0,
recall_loss,104,145,v104_s0145,0,0,False,0.0,
recall_loss,104,146,v104_s0146,0,0,False,0.0,
recall_loss,104,147,v104_s0147,0,0,False,0.0,
recall_loss,104,148,v104_s0148,0,0,False,0.0,
recall_loss,104,149,v104_s0149,0,0,False,0.0,
recall_loss,104,150,v104_s0150,0,0,False,0.0,
recall_loss,104,151,v104_s0151,0,0,False,0.0,
recall_loss,104,152,v104_s0152,0,0,False,0.0,
recall_loss,104,153,v104_s0153,0,0,False,0.0,
recall_loss,104,154,v104_s0154,0,0,False,0.0,
recall_loss,104,155,v104_s0155,0,0,False,0.0,
recall_loss,104,156,v104_s0156,0,0,False,0.0,
recall_loss,104,157,v104_s0157,0,0,False,0.0,
recall_loss,104,158,v104_s0158,0,0,False,0.0,
recall_loss,104,159,v104_s0159,0,0,False,0.0,
recall_loss,104,160,v104_s0160,0,0,False,0.0,
recall_loss,104,161,v104_s0161,0,0,False,0.0,
recall_loss,104,162,v104_s0162,0,0,False,0.0,
recall_loss,104,163,v104_s0163,0,0,False,0.0,
recall_loss,104,164,v104_s0164,0,0,False,0.0,
recall_loss,104,165,v104_s0165,0,0,False,0.0,
recall_loss,104,166,v104_s0166,0,0,False,0.0,
recall_loss,104,167,v104_s0167,0,0,False,0.0,
recall_loss,104,168,v104_s0168,0,0,False,0.0,
recall_loss,104,169,v104_s0169,0,0,False,0.0,
recall_loss,104,170,v104_s0170,0,0,False,0.0,
recall_loss,104,171,v104_s0171,0,0,False,0.0,
recall_loss,104,172,v104_s0172,0,0,False,0.0,
recall_loss,104,173,v104_s0173,0,0,False,0.0,
recall_loss,104,174,v104_s0174,0,0,False,0.0,
recall_loss,104,175,v104_s0175,0,0,False,0.0,
recall_loss,104,176,v104_s0176,0,0,False,0.0,
recall_loss,104,177,v104_s0177,0,0,False,0.0,
recall_loss,104,178,v104_s0178,0,0,False,0.0,
recall_loss,104,179,v104_s0179,0,0,False,0.0,
recall_loss,104,180,v104_s0180,0,0,False,0.0,
recall_loss,104,181,v104_s0181,0,0,False,0.0,
recall_loss,104,182,v104_s0182,0,0,False,0.0,
recall_loss,104,183,v104_s0183,0,0,False,0.0,
recall_loss,104,184,v104_s0184,0,0,False,0.0,
recall_loss,104,185,v104_s0185,0,0,False,0.0,
recall_loss,104,186,v104_s0186,0,0,False,0.0,
recall_loss,104,187,v104_s0187,0,0,False,0.0,
recall_loss,104,188,v104_s0188,0,0,False,0.0,
recall_loss,104,189,v104_s0189,0,0,False,0.0,
recall_loss,104,190,v104_s0190,0,0,False,0.0,
recall_loss,104,191,v104_s0191,0,0,False,0.0,
recall_loss,104,192,v104_s0192,0,0,False,0.0,
recall_loss,104,193,v104_s0193,0,0,False,0.0,
recall_loss,104,194,v104_s0194,0,0,False,0.0,
recall_loss,104,195,v104_s0195,0,0,False,0.0,
recall_loss,104,196,v104_s0196,0,0,False,0.0,
recall_loss,104,197,v104_s0197,0,0,False,0.0,
recall_loss,104,198,v104_s0198,0,0,False,0.0,
recall_loss,104,199,v104_s0199,0,0,False,0.0,
recall_loss,104,200,v104_s0200,0,0,False,0.0,
recall_loss,104,201,v104_s0201,0,0,False,0.0,
recall_loss,104,202,v104_s0202,0,0,False,0.0,
recall_loss,104,203,v104_s0203,0,0,False,0.0,
recall_loss,104,204,v104_s0204,0,0,False,0.0,
recall_loss,104,205,v104_s0205,0,0,False,0.0,
recall_loss,104,206,v104_s0206,0,0,False,0.0,
