sample_id,volume_id,slice_index,tumor_pixels_native,liver_background_pixels_native,tumor_mean_hu,tumor_median_hu,liver_background_mean_hu,liver_background_median_hu,mean_contrast_hu,median_contrast_hu,robust_effect_size
v109_s0346,109,346,425,12878,51.190589904785156,52.0,82.78910064697266,84.0,-31.5985107421875,-32.0,-1.3075031042099
v109_s0347,109,347,380,13284,53.70000076293945,56.0,82.66847229003906,84.0,-28.96847152709961,-28.0,-1.144065260887146
v109_s0348,109,348,343,13615,54.21574401855469,55.0,83.3055419921875,84.0,-29.089797973632812,-29.0,-1.2560824155807495
v109_s0349,109,349,310,13877,53.02903366088867,52.0,84.09807586669922,85.0,-31.069042205810547,-33.0,-1.3682786226272583
v109_s0350,109,350,281,14238,53.658363342285156,55.0,84.15507507324219,85.0,-30.49671173095703,-30.0,-1.2622073888778687
v109_s0351,109,351,56,14737,64.07142639160156,62.0,84.23118591308594,85.0,-20.159759521484375,-23.0,-0.9125463366508484
v109_s0358,109,358,68,16794,31.441177368164062,29.0,81.45641326904297,82.0,-50.015235900878906,-53.0,-2.377922296524048
v109_s0359,109,359,71,17055,22.056337356567383,22.0,81.47516632080078,82.0,-59.41883087158203,-60.0,-2.304091215133667
v109_s0360,109,360,100,17336,24.559999465942383,19.5,81.7557144165039,83.0,-57.195716857910156,-63.5,-2.5544652938842773
v109_s0361,109,361,71,17592,18.35211181640625,18.0,82.29615783691406,83.0,-63.94404602050781,-65.0,-3.2860891819000244
v109_s0362,109,362,71,17951,25.760562896728516,21.0,83.0836181640625,84.0,-57.323055267333984,-63.0,-2.4995834827423096
v109_s0364,109,364,51,18557,66.70587921142578,65.0,84.13429260253906,85.0,-17.42841339111328,-20.0,-0.9253937005996704
v109_s0365,109,365,47,18770,58.425533294677734,57.0,84.61640930175781,85.0,-26.190876007080078,-28.0,-1.256260871887207
v109_s0366,109,366,44,19016,46.15909194946289,49.0,84.67222595214844,85.0,-38.51313400268555,-36.0,-1.6912710666656494
v109_s0367,109,367,57,19216,46.98245620727539,50.0,85.0344467163086,85.0,-38.0519905090332,-35.0,-1.4300816059112549
v109_s0368,109,368,82,19554,45.80487823486328,45.5,84.81788635253906,85.0,-39.01300811767578,-39.5,-1.5404469966888428
v109_s0369,109,369,66,19810,38.89393997192383,38.5,84.51100158691406,85.0,-45.617061614990234,-46.5,-2.0862903594970703
v109_s0370,109,370,57,20163,40.385963439941406,40.0,83.80226135253906,85.0,-43.416297912597656,-45.0,-2.0821359157562256
v109_s0371,109,371,50,20374,45.779998779296875,43.0,83.82919311523438,85.0,-38.0491943359375,-42.0,-2.0633342266082764
v109_s0389,109,389,125,25210,36.263999938964844,34.0,85.61832427978516,86.0,-49.35432434082031,-52.0,-2.124692678451538
v109_s0390,109,390,127,25478,28.77952766418457,25.0,85.91474914550781,87.0,-57.135223388671875,-62.0,-2.533287286758423
v109_s0391,109,391,140,25976,23.02142906188965,19.0,85.8231430053711,87.0,-62.80171203613281,-68.0,-2.8665857315063477
v109_s0392,109,392,145,26336,20.075862884521484,19.0,85.5366439819336,87.0,-65.46078491210938,-68.0,-2.6113033294677734
v109_s0393,109,393,163,26528,20.079753875732422,17.0,85.75791931152344,86.0,-65.67816162109375,-69.0,-2.8193037509918213
v109_s0394,109,394,179,26825,19.17318344116211,21.0,85.39970397949219,86.0,-66.22651672363281,-65.0,-2.9163198471069336
v109_s0395,109,395,182,27203,17.494504928588867,19.5,84.24405670166016,85.0,-66.74954986572266,-65.5,-3.0306644439697266
v109_s0396,109,396,183,27375,13.989070892333984,13.0,83.60774230957031,84.0,-69.61866760253906,-71.0,-3.0879967212677
v109_s0397,109,397,187,27727,13.262032508850098,13.0,83.09817504882812,83.0,-69.83614349365234,-70.0,-2.94515061378479
v109_s0398,109,398,192,27952,11.583333015441895,11.0,82.7789077758789,83.0,-71.19557189941406,-72.0,-3.0292975902557373
v109_s0399,109,399,283,28091,15.067137718200684,13.0,82.58238983154297,83.0,-67.51525115966797,-70.0,-2.772522211074829
v109_s0400,109,400,278,28421,11.003597259521484,10.0,82.04883575439453,83.0,-71.04524230957031,-73.0,-3.3776869773864746
v109_s0401,109,401,301,28520,9.481727600097656,10.0,81.93968963623047,82.0,-72.45796203613281,-72.0,-3.1314897537231445
v109_s0402,109,402,306,28892,13.434640884399414,15.0,81.7162857055664,83.0,-68.28164672851562,-68.0,-2.5441532135009766
v109_s0403,109,403,326,29179,15.07668685913086,17.0,81.79694366455078,83.0,-66.72026062011719,-66.0,-2.6967251300811768
v109_s0404,109,404,363,29404,15.42424201965332,16.0,81.98741912841797,83.0,-66.56317901611328,-67.0,-2.81892991065979
v109_s0405,109,405,552,29239,19.202898025512695,18.0,82.48612976074219,83.0,-63.283233642578125,-65.0,-2.6558656692504883
v109_s0406,109,406,586,29275,17.022184371948242,16.0,82.40113067626953,83.0,-65.37894439697266,-67.0,-2.658287286758423
v109_s0407,109,407,587,29103,14.270869255065918,13.0,82.38050842285156,83.0,-68.1096420288086,-70.0,-2.8601632118225098
v109_s0408,109,408,738,29006,15.212737083435059,16.0,82.17523956298828,83.0,-66.9625015258789,-67.0,-2.5812828540802
v109_s0409,109,409,945,28829,19.3544979095459,18.0,82.15265655517578,83.0,-62.79815673828125,-65.0,-2.496098756790161
v109_s0410,109,410,1114,28726,22.376121520996094,22.5,82.07849884033203,83.0,-59.70237731933594,-60.5,-2.365356922149658
v109_s0411,109,411,1004,28940,19.45418357849121,19.0,81.6612319946289,83.0,-62.20704650878906,-64.0,-2.465703010559082
v109_s0412,109,412,1093,28807,20.14181137084961,19.0,81.6400146484375,83.0,-61.49820327758789,-64.0,-2.539259433746338
v109_s0413,109,413,1068,28580,19.94569206237793,19.0,81.7000732421875,83.0,-61.75437927246094,-64.0,-2.3944971561431885
v109_s0414,109,414,1101,28495,18.964576721191406,17.0,82.00361633300781,83.0,-63.039039611816406,-66.0,-2.5427560806274414
v109_s0415,109,415,1191,28388,20.20570945739746,20.0,82.41038513183594,83.0,-62.204673767089844,-63.0,-2.4271762371063232
v109_s0416,109,416,1143,28298,20.135608673095703,20.0,82.85044860839844,84.0,-62.714839935302734,-64.0,-2.3944971561431885
v109_s0417,109,417,1074,28162,19.095903396606445,18.5,83.41666412353516,84.0,-64.32076263427734,-65.5,-2.415116548538208
v109_s0418,109,418,1253,27903,22.737430572509766,22.0,84.01347351074219,85.0,-61.27604293823242,-63.0,-2.4995834827423096
v109_s0419,109,419,1047,28063,19.67335319519043,18.0,83.6901626586914,84.0,-64.01680755615234,-66.0,-2.6967251300811768
v109_s0420,109,420,863,28232,16.935110092163086,17.0,83.261474609375,84.0,-66.32636260986328,-67.0,-2.7375845909118652
v109_s0421,109,421,837,28264,18.808841705322266,19.0,83.14962768554688,84.0,-64.34078979492188,-65.0,-2.5042295455932617
v109_s0422,109,422,958,28034,21.70772361755371,20.0,84.11839294433594,85.0,-62.410667419433594,-65.0,-2.3620808124542236
v109_s0423,109,423,974,28075,23.787473678588867,23.0,85.23258972167969,86.0,-61.44511413574219,-63.0,-2.4271762371063232
v109_s0424,109,424,745,28326,18.417449951171875,19.0,86.28242492675781,87.0,-67.86497497558594,-68.0,-2.697963237762451
v109_s0425,109,425,788,28278,20.84898567199707,21.0,87.5160903930664,88.0,-66.66710662841797,-67.0,-2.5812828540802
v109_s0426,109,426,742,28404,21.392183303833008,21.0,88.37593078613281,89.0,-66.98374938964844,-68.0,-2.697963237762451
v109_s0427,109,427,727,28268,20.170564651489258,20.0,89.64525604248047,90.0,-69.47469329833984,-70.0,-2.7773149013519287
v109_s0428,109,428,952,28113,20.811975479125977,20.0,90.24291229248047,91.0,-69.43093872070312,-71.0,-2.9872241020202637
v109_s0429,109,429,979,28033,19.91726303100586,19.0,90.48670959472656,92.0,-70.56944274902344,-73.0,-3.07137131690979
v109_s0430,109,430,1097,27663,22.413856506347656,22.0,91.10584259033203,92.0,-68.69198608398438,-70.0,-2.7773149013519287
v109_s0431,109,431,1292,27481,26.304180145263672,26.0,90.88362884521484,92.0,-64.57945251464844,-66.0,-2.469325065612793
v109_s0432,109,432,1107,27580,22.336044311523438,21.0,89.5876693725586,90.0,-67.25162506103516,-69.0,-2.8193037509918213
v109_s0433,109,433,1147,27752,21.29991340637207,20.0,87.73126220703125,89.0,-66.43135070800781,-69.0,-2.8193037509918213
v109_s0434,109,434,1077,28088,18.77344512939453,18.0,85.19620513916016,86.0,-66.42276000976562,-68.0,-2.7784440517425537
v109_s0435,109,435,1075,28140,18.178604125976562,18.0,83.63973236083984,85.0,-65.46112823486328,-67.0,-2.7375845909118652
v109_s0436,109,436,1258,28299,18.351350784301758,16.0,82.06336212158203,83.0,-63.712013244628906,-67.0,-2.5812828540802
v109_s0437,109,437,1334,28713,14.738380432128906,13.5,79.9696273803711,81.0,-65.23124694824219,-67.5,-2.717794418334961
v109_s0438,109,438,1523,27833,14.329612731933594,14.0,79.31764221191406,80.0,-64.98802947998047,-66.0,-2.6967251300811768
v109_s0439,109,439,1318,27656,11.13808822631836,11.0,77.78243255615234,78.0,-66.64434814453125,-67.0,-2.7375845909118652
v109_s0440,109,440,1421,26945,10.22449016571045,10.0,77.76229095458984,78.0,-67.53780364990234,-68.0,-2.7784440517425537
v109_s0441,109,441,1472,26456,9.330842018127441,8.0,77.3811264038086,78.0,-68.05028533935547,-70.0,-2.8601632118225098
v109_s0442,109,442,1610,25787,10.403105735778809,10.0,76.99534606933594,77.0,-66.59223937988281,-67.0,-2.824429988861084
v109_s0443,109,443,1429,25555,9.116165161132812,8.0,75.94967651367188,76.0,-66.83351135253906,-68.0,-2.7784440517425537
v109_s0444,109,444,1523,25014,9.845699310302734,8.0,75.7180404663086,76.0,-65.87234497070312,-68.0,-2.7784440517425537
v109_s0445,109,445,1530,24581,10.211111068725586,9.0,75.63198852539062,76.0,-65.4208755493164,-67.0,-2.824429988861084
v109_s0446,109,446,1526,24302,14.403014183044434,11.0,75.53431701660156,77.0,-61.13130187988281,-66.0,-2.6967251300811768
v109_s0447,109,447,1490,23762,14.79597282409668,12.0,76.19215393066406,77.0,-61.39617919921875,-65.0,-2.5042295455932617
v109_s0448,109,448,1461,23154,14.99931526184082,12.0,77.1353988647461,78.0,-62.136085510253906,-66.0,-2.6140923500061035
v109_s0449,109,449,1501,22656,17.36908721923828,15.0,77.81011962890625,78.0,-60.44103240966797,-63.0,-2.3462789058685303
v109_s0450,109,450,1663,22051,20.15995216369629,19.0,78.43013763427734,79.0,-58.27018737792969,-60.0,-2.1678333282470703
v109_s0451,109,451,1340,21307,16.18059730529785,13.0,78.63711547851562,79.0,-62.456520080566406,-66.0,-2.6140923500061035
v109_s0452,109,452,1202,20671,16.731281280517578,14.0,78.55870819091797,79.0,-61.82742691040039,-65.0,-2.6558656692504883
v109_s0453,109,453,1078,19950,17.868274688720703,15.0,79.07202911376953,80.0,-61.20375442504883,-65.0,-2.496098756790161
v109_s0454,109,454,976,18959,19.340164184570312,17.0,80.8573226928711,82.0,-61.51715850830078,-65.0,-2.6558656692504883
v109_s0455,109,455,844,18186,20.658767700195312,19.5,83.27719116210938,85.0,-62.61842346191406,-65.5,-2.5544121265411377
v109_s0456,109,456,681,17518,21.606460571289062,22.0,85.36933135986328,87.0,-63.76287078857422,-65.0,-2.5744850635528564
v109_s0457,109,457,107,17310,21.71027946472168,20.0,85.10924530029297,87.0,-63.398963928222656,-67.0,-2.658287286758423
v109_s0458,109,458,98,16566,22.255102157592773,18.5,86.77127838134766,89.0,-64.51617431640625,-70.5,-2.838585376739502
v109_s0459,109,459,99,15655,17.252525329589844,15.0,87.82823181152344,90.0,-70.5757064819336,-75.0,-3.5331358909606934
v109_s0460,109,460,94,14400,19.776596069335938,20.0,89.64353942871094,91.0,-69.866943359375,-71.0,-2.858717203140259
v109_s0461,109,461,75,13480,29.15999984741211,28.0,90.49799346923828,92.0,-61.33799362182617,-64.0,-2.4576971530914307
v109_s0462,109,462,50,12507,43.58000183105469,42.0,90.7112808227539,92.0,-47.13127899169922,-50.0,-1.7022610902786255
v109_s0463,109,463,33,11668,54.54545593261719,57.0,90.71752166748047,92.0,-36.17206573486328,-35.0,-1.4300816059112549
v109_s0464,109,464,6,10743,51.5,52.5,89.67420959472656,91.0,-38.17420959472656,-38.5,-1.813676357269287
v110_s0388,110,388,17,6636,79.82353210449219,76.0,136.14028930664062,137.0,-56.31675720214844,-61.0,-2.0344367027282715
v110_s0389,110,389,28,6953,89.10713958740234,99.0,136.96633911132812,138.0,-47.85919952392578,-39.0,-1.3007054328918457
v110_s0390,110,390,40,7276,93.80000305175781,93.0,137.14830017089844,138.0,-43.348297119140625,-45.0,-1.4394334554672241
v110_s0391,110,391,57,7628,94.14035034179688,95.0,136.824462890625,138.0,-42.684112548828125,-43.0,-1.6112834215164185
v110_s0393,110,393,98,8231,95.55101776123047,93.5,135.5550994873047,136.0,-40.00408172607422,-42.5,-1.61481773853302
v110_s0394,110,394,148,8488,96.77027130126953,96.0,135.22879028320312,135.0,-38.458518981933594,-39.0,-1.6408696174621582
v110_s0395,110,395,224,8709,100.54911041259766,101.0,135.3836212158203,136.0,-34.834510803222656,-35.0,-1.4300816059112549
v110_s0396,110,396,315,8925,99.29841613769531,97.0,135.06307983398438,135.0,-35.76466369628906,-38.0,-1.4640110731124878
v110_s0397,110,397,406,9132,98.31280517578125,98.5,134.37242126464844,134.0,-36.05961608886719,-35.5,-1.3879367113113403
v110_s0398,110,398,647,9278,97.81143951416016,98.0,134.69744873046875,135.0,-36.886009216308594,-37.0,-1.425484538078308
v110_s0399,110,399,756,9500,98.77909851074219,99.0,135.52389526367188,136.0,-36.74479675292969,-37.0,-1.425484538078308
v110_s0400,110,400,928,9689,100.69288635253906,102.0,135.91433715820312,136.0,-35.22145080566406,-34.0,-1.2003517150878906
v110_s0401,110,401,1181,9827,100.34716033935547,103.0,135.718017578125,136.0,-35.37085723876953,-33.0,-1.2346625328063965
v110_s0402,110,402,1246,9924,100.70626068115234,102.0,135.40982055664062,135.0,-34.70355987548828,-33.0,-1.2346625328063965
v110_s0403,110,403,1261,10131,101.25456237792969,103.0,134.50656127929688,135.0,-33.25199890136719,-32.0,-1.232851505279541
v110_s0404,110,404,1321,10243,100.20817565917969,104.0,134.3141632080078,135.0,-34.105987548828125,-31.0,-1.1943248510360718
v110_s0405,110,405,1386,10418,96.88455963134766,100.0,134.1061553955078,134.0,-37.221595764160156,-34.0,-1.2720766067504883
v110_s0406,110,406,1525,10518,95.41639709472656,98.0,134.0621795654297,134.0,-38.645782470703125,-36.0,-1.3082293272018433
v110_s0407,110,407,1806,10472,95.73920440673828,97.0,134.22183227539062,134.0,-38.482627868652344,-37.0,-1.3843185901641846
v110_s0408,110,408,1711,10764,93.32612609863281,95.0,134.35675048828125,134.0,-41.03062438964844,-39.0,-1.4090917110443115
v110_s0409,110,409,1575,11153,91.1047592163086,92.0,134.00592041015625,134.0,-42.901161193847656,-42.0,-1.4007596969604492
v110_s0410,110,410,1421,11522,89.00633239746094,92.0,133.55294799804688,133.0,-44.54661560058594,-41.0,-1.367408275604248
v110_s0411,110,411,1407,11916,89.56503295898438,92.0,133.1502227783203,133.0,-43.58518981933594,-41.0,-1.447482943534851
v110_s0412,110,412,1296,12392,90.10031127929688,91.0,132.72772216796875,133.0,-42.627410888671875,-42.0,-1.4827873706817627
v110_s0413,110,413,1275,12785,91.0556869506836,92.0,132.54681396484375,133.0,-41.491127014160156,-41.0,-1.447482943534851
v110_s0414,110,414,1145,13203,90.29694366455078,93.0,132.54556274414062,133.0,-42.248619079589844,-40.0,-1.4535881280899048
v110_s0415,110,415,1121,13691,90.13470458984375,91.0,132.39610290527344,133.0,-42.26139831542969,-42.0,-1.4094011783599854
v110_s0416,110,416,881,14340,86.6152114868164,86.0,132.14114379882812,133.0,-45.52593231201172,-47.0,-1.620907187461853
v110_s0417,110,417,734,14620,86.69891357421875,88.0,133.287353515625,134.0,-46.58843994140625,-46.0,-1.723698616027832
v110_s0418,110,418,658,14911,88.12310028076172,88.0,134.4702606201172,134.0,-46.34716033935547,-46.0,-1.8219431638717651
v110_s0419,110,419,569,15220,91.14586639404297,92.0,135.3953399658203,135.0,-44.249473571777344,-43.0,-1.6112834215164185
v110_s0420,110,420,515,15448,94.26990509033203,95.0,135.90167236328125,135.0,-41.63176727294922,-40.0,-1.4988683462142944
v110_s0421,110,421,474,15871,100.6181411743164,100.5,135.3963165283203,135.0,-34.778175354003906,-34.5,-1.3098132610321045
v110_s0422,110,422,370,16136,105.59729766845703,106.5,135.48463439941406,135.0,-29.88733673095703,-28.5,-1.1475132703781128
v110_s0423,110,423,293,16462,108.2320785522461,108.0,135.36441040039062,135.0,-27.13233184814453,-27.0,-1.069401502609253
v110_s0424,110,424,226,16693,112.34513092041016,111.0,135.2387237548828,135.0,-22.893592834472656,-24.0,-0.8993210196495056
v110_s0425,110,425,166,17145,107.759033203125,107.0,134.67739868164062,134.0,-26.918365478515625,-27.0,-1.040218472480774
v110_s0426,110,426,119,17409,102.48739624023438,104.0,134.34523010253906,134.0,-31.857833862304688,-30.0,-1.2888096570968628
v110_s0427,110,427,46,17827,114.15217590332031,113.5,134.0438690185547,134.0,-19.891693115234375,-20.5,-0.9039032459259033
v110_s0428,110,428,63,18077,109.73015594482422,108.0,133.78497314453125,134.0,-24.05481719970703,-26.0,-1.0297939777374268
v110_s0429,110,429,81,18234,111.62963104248047,112.0,133.44532775878906,133.0,-21.815696716308594,-21.0,-0.671452522277832
v110_s0430,110,430,110,18503,111.85454559326172,110.0,133.2728729248047,133.0,-21.41832733154297,-23.0,-0.8382499814033508
v110_s0431,110,431,136,18738,109.64705657958984,107.0,133.46925354003906,133.0,-23.82219696044922,-26.0,-1.0297939777374268
v110_s0432,110,432,163,18810,105.15337371826172,108.0,134.01260375976562,134.0,-28.859230041503906,-26.0,-1.0297939777374268
v110_s0433,110,433,199,19177,105.85929870605469,108.0,133.75950622558594,134.0,-27.90020751953125,-26.0,-0.9475868940353394
v110_s0434,110,434,315,19241,105.43174743652344,104.0,134.26214599609375,134.0,-28.830398559570312,-30.0,-1.1241512298583984
v110_s0435,110,435,422,19748,103.87203979492188,104.0,133.93411254882812,134.0,-30.06207275390625,-30.0,-1.1224205493927002
v110_s0436,110,436,431,20060,101.34803009033203,102.0,133.74771118164062,133.0,-32.399681091308594,-31.0,-1.1598345041275024
v110_s0437,110,437,451,20452,100.01773834228516,99.0,132.85096740722656,133.0,-32.833229064941406,-34.0,-1.2391520738601685
v110_s0438,110,438,485,20699,101.29071807861328,100.0,132.46490478515625,132.0,-31.17418670654297,-32.0,-1.1359844207763672
v110_s0439,110,439,538,20795,102.44609832763672,103.0,132.82005310058594,132.0,-30.37395477294922,-29.0,-1.0866795778274536
v110_s0440,110,440,608,21018,105.71875,106.0,132.92234802246094,132.0,-27.203598022460938,-26.0,-0.9475868940353394
v110_s0441,110,441,616,21189,106.28084564208984,105.0,133.0858917236328,132.0,-26.80504608154297,-27.0,-0.957162082195282
v110_s0442,110,442,642,21541,106.48286437988281,106.0,132.35040283203125,132.0,-25.867538452148438,-26.0,-0.9742644429206848
v110_s0443,110,443,685,21826,104.12117004394531,104.0,131.42601013183594,131.0,-27.304840087890625,-27.0,-1.0101784467697144
v110_s0444,110,444,738,22009,102.22357940673828,102.0,130.6330108642578,131.0,-28.40943145751953,-29.0,-1.0280629396438599
v110_s0445,110,445,857,22071,101.19486236572266,101.0,130.78460693359375,131.0,-29.589744567871094,-30.0,-1.1241512298583984
v110_s0446,110,446,757,22567,98.23513793945312,99.0,130.291748046875,130.0,-32.056610107421875,-31.0,-1.1616230010986328
v110_s0447,110,447,783,22999,95.72669219970703,98.0,129.62672424316406,130.0,-33.90003204345703,-32.0,-1.1344143152236938
v110_s0448,110,448,841,23325,95.48751831054688,100.0,129.72210693359375,129.0,-34.234588623046875,-29.0,-1.0569238662719727
v110_s0449,110,449,884,23658,93.54298400878906,98.0,129.91439819335938,130.0,-36.37141418457031,-32.0,-1.0738294124603271
v110_s0450,110,450,889,24093,92.7435302734375,95.0,130.1497039794922,130.0,-37.40617370605469,-35.0,-1.2070585489273071
v110_s0451,110,451,924,24777,92.47835540771484,94.0,129.72796630859375,129.0,-37.249610900878906,-35.0,-1.2070585489273071
v110_s0452,110,452,1016,25061,91.35433197021484,94.0,129.48318481445312,129.0,-38.12885284423828,-35.0,-1.2407656908035278
v110_s0453,110,453,1062,25725,88.51882934570312,91.0,128.55467224121094,129.0,-40.03584289550781,-38.0,-1.275172472000122
v110_s0454,110,454,1145,25841,85.32489013671875,89.0,128.85252380371094,129.0,-43.52763366699219,-40.0,-1.27183198928833
v110_s0455,110,455,1282,25963,82.12948608398438,87.0,129.14085388183594,129.0,-47.01136779785156,-42.0,-1.3004904985427856
v110_s0456,110,456,1319,26350,79.0424575805664,85.0,129.1189422607422,129.0,-50.07648468017578,-44.0,-1.3624186515808105
v110_s0457,110,457,1361,26683,77.07421112060547,84.0,129.75384521484375,130.0,-52.67963409423828,-46.0,-1.3290324211120605
v110_s0458,110,458,1442,27100,76.27877807617188,82.0,130.765380859375,131.0,-54.486602783203125,-49.0,-1.4514353275299072
v110_s0459,110,459,1508,27245,76.27851104736328,83.0,131.7533416748047,132.0,-55.474830627441406,-49.0,-1.4780430793762207
v110_s0460,110,460,1473,27654,76.23896789550781,80.0,131.88197326660156,132.0,-55.64300537109375,-52.0,-1.4532201290130615
v110_s0461,110,461,1439,28223,77.89437103271484,83.0,131.35939025878906,131.0,-53.46501922607422,-48.0,-1.3755055665969849
v110_s0462,110,462,1470,28614,80.149658203125,85.0,131.086181640625,131.0,-50.9365234375,-46.0,-1.3973666429519653
v110_s0463,110,463,1717,28673,84.65171813964844,90.0,131.3365936279297,131.0,-46.68487548828125,-41.0,-1.3109310865402222
v110_s0464,110,464,1649,28915,86.9969711303711,91.0,131.44253540039062,132.0,-44.44556427001953,-41.0,-1.3109310865402222
v110_s0465,110,465,1630,29298,91.2625732421875,95.0,130.96456909179688,131.0,-39.701995849609375,-36.0,-1.2125686407089233
v110_s0466,110,466,1649,29488,97.0382080078125,99.0,130.553955078125,131.0,-33.5157470703125,-32.0,-1.166260838508606
v110_s0467,110,467,1700,29539,100.9182357788086,102.0,130.5532684326172,131.0,-29.635032653808594,-29.0,-1.0569238662719727
v110_s0468,110,468,1649,29745,102.2449951171875,102.0,130.25880432128906,131.0,-28.013809204101562,-29.0,-1.0866795778274536
v110_s0469,110,469,1695,30150,103.21238708496094,104.0,129.23370361328125,130.0,-26.021316528320312,-26.0,-0.9984394907951355
v110_s0470,110,470,1628,30396,103.07801055908203,104.0,128.43955993652344,129.0,-25.361549377441406,-25.0,-0.9600380063056946
v110_s0471,110,471,1556,30532,102.63496398925781,103.0,127.85401916503906,128.0,-25.21905517578125,-25.0,-0.9353504180908203
v110_s0472,110,472,1587,30487,101.29993438720703,101.0,127.40125274658203,128.0,-26.101318359375,-27.0,-0.9840325713157654
v110_s0473,110,473,1584,30613,101.37752532958984,101.0,126.52164459228516,127.0,-25.144119262695312,-26.0,-0.9727644324302673
v110_s0474,110,474,1232,31052,98.95130157470703,99.0,125.86229705810547,126.0,-26.910995483398438,-27.0,-1.0368410348892212
v110_s0475,110,475,1030,31281,98.07281494140625,98.5,125.69595336914062,126.0,-27.623138427734375,-27.5,-1.04488205909729
v110_s0476,110,476,919,31636,97.5799789428711,98.0,125.4864730834961,126.0,-27.906494140625,-28.0,-1.0787450075149536
v110_s0477,110,477,750,31977,96.04933166503906,96.0,125.23692321777344,125.0,-29.187591552734375,-29.0,-1.0280629396438599
v110_s0478,110,478,758,31850,97.41424560546875,97.5,125.81026458740234,126.0,-28.396018981933594,-28.5,-1.1133242845535278
v110_s0479,110,479,866,31901,98.07967376708984,99.0,126.54700469970703,126.0,-28.467330932617188,-27.0,-1.0117361545562744
v110_s0480,110,480,904,32183,96.03429412841797,96.0,126.93403625488281,127.0,-30.899742126464844,-31.0,-1.1943248510360718
v110_s0481,110,481,1081,32402,93.70120239257812,95.0,126.92305755615234,127.0,-33.22185516357422,-32.0,-1.1064929962158203
v110_s0482,110,482,1397,32460,90.74517059326172,90.0,126.6663589477539,127.0,-35.92118835449219,-37.0,-1.2760332822799683
v110_s0483,110,483,1785,32557,88.97199249267578,91.0,126.58709716796875,127.0,-37.61510467529297,-36.0,-1.3120434284210205
v110_s0484,110,484,2303,32154,88.5527572631836,88.0,126.3360366821289,126.0,-37.78327941894531,-38.0,-1.3849347829818726
v110_s0485,110,485,2304,32130,87.07161712646484,87.0,126.1233139038086,126.0,-39.05169677734375,-39.0,-1.4213804006576538
v110_s0486,110,486,2439,32139,85.36736297607422,86.0,125.91228485107422,125.0,-40.544921875,-39.0,-1.4613966941833496
v110_s0487,110,487,2452,32064,83.88091278076172,84.0,125.705810546875,126.0,-41.82489776611328,-42.0,-1.530717372894287
v110_s0488,110,488,2582,32167,85.2041015625,87.0,125.3726806640625,125.0,-40.1685791015625,-38.0,-1.4239249229431152
v110_s0489,110,489,2249,32674,83.50199890136719,84.0,125.39324951171875,125.0,-41.89125061035156,-41.0,-1.579590916633606
v110_s0490,110,490,2296,32764,85.09973907470703,85.0,126.20964813232422,126.0,-41.10990905761719,-41.0,-1.579590916633606
v110_s0491,110,491,2329,33140,87.16230010986328,88.0,127.0296630859375,127.0,-39.86736297607422,-39.0,-1.5446909666061401
v110_s0492,110,492,2283,33731,91.21025085449219,93.0,127.68583679199219,127.0,-36.4755859375,-34.0,-1.346653699874878
v110_s0493,110,493,2336,33547,95.18535614013672,95.0,129.10975646972656,129.0,-33.924400329589844,-34.0,-1.30990469455719
v110_s0494,110,494,2327,33404,99.0571517944336,98.0,130.3926544189453,130.0,-31.33550262451172,-32.0,-1.2674387693405151
v110_s0495,110,495,1962,33719,101.11009216308594,101.0,131.20101928710938,131.0,-30.090927124023438,-30.0,-1.1520456075668335
v110_s0496,110,496,1759,33490,104.57418823242188,104.0,132.425048828125,132.0,-27.850860595703125,-28.0,-1.1033167839050293
v110_s0497,110,497,1203,33626,108.54696655273438,108.0,133.2547149658203,133.0,-24.707748413085938,-25.0,-1.017758846282959
v110_s0498,110,498,832,33582,109.171875,109.0,133.96920776367188,134.0,-24.797332763671875,-25.0,-1.017758846282959
v110_s0499,110,499,586,33609,109.07849884033203,108.0,134.11256408691406,134.0,-25.03406524658203,-26.0,-1.0875836610794067
v110_s0500,110,500,399,33106,107.92731475830078,108.0,134.3741912841797,134.0,-26.446876525878906,-26.0,-1.0016918182373047
v110_s0501,110,501,266,32833,108.9774398803711,110.0,134.05899047851562,134.0,-25.08155059814453,-24.0,-1.0039234161376953
v110_s0502,110,502,171,31853,107.32164001464844,106.0,134.76309204101562,134.0,-27.441452026367188,-28.0,-1.2661030292510986
v110_s0509,110,509,168,24659,100.60713958740234,101.0,132.7744903564453,133.0,-32.16735076904297,-32.0,-1.4262913465499878
v110_s0510,110,510,192,23546,95.69791412353516,95.0,132.09666442871094,132.0,-36.39875030517578,-37.0,-1.6025879383087158
v110_s0511,110,511,271,22636,90.45756530761719,89.0,130.9092559814453,131.0,-40.451690673828125,-42.0,-1.819153904914856
v110_s0512,110,512,299,21300,84.68896484375,81.0,130.8726806640625,131.0,-46.1837158203125,-50.0,-2.042973756790161
v110_s0513,110,513,366,20107,82.48633575439453,82.5,131.07101440429688,131.0,-48.584678649902344,-48.5,-1.891434907913208
v110_s0514,110,514,418,19103,83.42823028564453,83.5,130.40512084960938,131.0,-46.976890563964844,-47.5,-1.8524361848831177
v110_s0515,110,515,591,17980,88.95262145996094,91.0,129.3854217529297,130.0,-40.43280029296875,-39.0,-1.5446909666061401
v110_s0516,110,516,532,16665,87.5338363647461,89.0,128.2251434326172,129.0,-40.691307067871094,-40.0,-1.4897009134292603
