split,volume_id,lesion_id_6conn,voxel_count,physical_volume_ml,equivalent_spherical_diameter_mm,bbox_x_mm,bbox_y_mm,bbox_z_mm,axial_span_slices,surface_voxel_per_mm3_proxy,centroid_distance_from_liver_centre_normalized,tiny_under_0_001_ml
train,98,9,1024,0.386575,9.038126,9.546875,10.281250,9.100000,13,1.081291,0.073569,False
train,98,10,347,0.130998,6.301175,8.812500,9.546875,8.400000,12,1.664153,0.179596,False
train,98,11,395,0.149118,6.579266,8.078125,8.812500,7.700000,11,1.461927,0.148649,False
train,98,12,20201,7.626173,24.421332,24.234375,32.312500,24.500000,35,0.461437,0.152463,False
train,98,13,409,0.154403,6.656095,8.078125,11.015625,8.400000,12,1.444268,0.218699,False
train,98,14,486,0.183472,7.050022,8.812500,8.812500,11.900000,17,1.504316,0.169295,False
train,98,15,460,0.173657,6.921991,7.343750,9.546875,8.400000,12,1.359003,0.180777,False
train,98,16,435,0.164219,6.794249,6.609375,8.078125,7.700000,11,1.345765,0.191912,False
train,98,17,934,0.352599,8.765177,9.546875,9.546875,9.800000,14,1.038007,0.167409,False
train,99,1,751,0.320855,8.493822,10.156250,12.500000,6.299857,9,1.131354,0.379933,False
train,99,2,3282,1.402190,13.886817,24.218750,9.375000,17.499602,25,0.880765,0.367563,False
train,99,3,683,0.291802,8.229310,10.156250,8.593750,6.299857,9,1.007531,0.352465,False
train,99,4,26,0.011108,2.768307,3.906250,4.687500,0.699984,1,2.340625,0.348623,False
train,99,5,340,0.145260,6.522031,7.812500,7.812500,5.599873,8,1.321765,0.294454,False
train,99,6,3802,1.624353,14.584579,16.406250,16.406250,13.299697,19,0.597161,0.223334,False
train,99,7,114,0.048705,4.530973,5.468750,6.250000,4.199904,6,1.950521,0.305430,False
train,99,8,160,0.068358,5.072981,9.375000,6.250000,3.499920,5,1.667695,0.172824,False
train,99,9,325,0.138852,6.424672,7.031250,7.812500,5.599873,8,1.317952,0.224420,False
train,99,10,314,0.134152,6.351355,8.593750,7.812500,3.499920,5,1.535569,0.134702,False
train,99,11,1663,0.710494,11.071011,13.281250,10.156250,11.899729,17,0.814926,0.208763,False
train,99,12,502,0.214473,7.426618,7.031250,8.593750,6.999841,10,1.109699,0.106584,False
train,99,13,291,0.124326,6.192331,7.031250,9.375000,4.199904,6,1.415636,0.143773,False
train,100,1,7309,2.501394,16.842032,18.179688,16.082031,21.699998,31,0.620854,0.175635,False
train,100,2,1554794,532.104563,100.538589,141.941406,111.875000,157.499984,225,0.153177,0.115322,False
train,100,3,460,0.157428,6.699275,7.691406,6.992188,6.999999,10,1.702366,0.205453,False
train,100,4,2615,0.894944,11.956362,13.285156,13.285156,12.599999,18,0.892793,0.216466,False
train,100,5,973,0.332994,8.599624,11.187500,9.089844,9.799999,14,1.210230,0.139042,False
train,100,6,97,0.033197,3.987485,4.195312,5.593750,4.200000,6,2.560490,0.236157,False
train,100,7,345,0.118071,6.086695,7.691406,6.292969,5.599999,8,1.702366,0.300758,False
train,100,8,64,0.021903,3.471377,3.496094,4.894531,4.200000,6,2.693692,0.122483,False
train,100,9,766,0.262152,7.940565,8.390625,13.285156,6.999999,10,1.651715,0.150821,False
train,100,10,1150,0.393570,9.092314,9.789062,8.390625,12.599999,18,1.206901,0.143357,False
train,100,11,1116,0.381934,9.001811,10.488281,11.187500,8.399999,12,1.251525,0.342452,False
train,101,1,16711,5.815338,22.311329,30.318359,22.562500,23.800000,34,0.602545,0.355396,False
train,101,2,191359,66.591900,50.289146,69.097656,82.494141,52.499999,75,0.334846,0.209617,False
train,101,3,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.297619,True
train,101,4,7172,2.495817,16.829507,19.742188,19.037109,15.400000,22,0.703577,0.209860,False
train,101,5,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.214652,True
train,101,6,28259,9.833980,26.581341,32.433594,28.908203,25.900000,37,0.511593,0.149897,False
train,101,7,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.166622,True
train,101,8,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.114971,True
train,101,9,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.109809,True
train,101,10,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.089055,True
train,101,11,2,0.000696,1.099515,0.705078,1.410156,0.700000,1,2.873608,0.192294,True
train,101,12,38400,13.362993,29.442072,31.023438,32.433594,30.799999,44,0.409414,0.158478,False
train,101,13,87203,30.346174,38.699181,55.701172,50.060547,55.299999,79,0.476864,0.238964,False
train,101,14,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.184528,True
train,101,15,5740,1.997489,15.625308,17.626953,21.857422,16.100000,23,0.862082,0.161679,False
train,101,16,1583,0.550875,10.170718,11.986328,11.986328,9.800000,14,1.105513,0.231490,False
train,101,17,16,0.005568,2.199031,4.935547,2.820312,0.700000,1,2.873608,0.176525,False
train,101,18,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.161148,True
train,101,19,1985,0.690769,10.967597,13.396484,17.626953,9.100000,13,1.227617,0.176970,False
train,101,20,1,0.000348,0.872686,0.705078,0.705078,0.700000,1,2.873608,0.190570,True
train,102,1,47754,17.174766,32.010864,38.707031,33.689453,31.499334,45,0.363382,0.234450,False
train,103,1,302,0.154708,6.660470,7.699219,5.988281,7.000000,10,1.079452,0.152875,False
train,103,2,75485,38.669361,41.955554,42.773438,53.894531,37.799999,54,0.228113,0.170089,False
val,104,1,320,0.156150,6.681098,7.810000,7.810000,9.600000,12,1.248799,0.311279,False
val,104,2,267741,130.649262,62.955853,80.443002,92.158002,73.600001,92,0.187173,0.147288,False
val,104,3,118,0.057580,4.790989,4.686000,6.248000,4.000000,5,1.563034,0.138640,False
val,104,4,1204,0.587514,10.391382,10.934000,12.496000,8.000000,10,0.810193,0.320137,False
val,104,5,6488,3.165942,18.218031,17.182000,38.269001,36.000001,45,0.690158,0.344297,False
val,104,6,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.331296,True
val,104,7,3,0.001464,1.408764,0.781000,1.562000,1.600000,2,2.049311,0.334932,False
val,104,8,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.330584,True
val,104,9,3,0.001464,1.408764,0.781000,1.562000,1.600000,2,2.049311,0.334241,False
val,104,10,37,0.018055,3.254856,3.905000,5.467000,1.600000,2,2.049311,0.308758,False
val,107,1,225,0.110074,5.946058,5.474000,6.256000,8.800000,11,1.362716,0.237596,False
val,107,2,954,0.466715,9.623900,10.948000,11.730000,11.200000,14,0.820629,0.407259,False
val,107,3,3732,1.825766,15.164060,13.294000,13.294000,27.200000,34,0.633707,0.227614,False
val,107,4,1042,0.509766,9.911153,10.166000,10.948000,16.000000,20,0.814098,0.252564,False
val,108,1,564,0.239786,7.708002,12.393000,13.122000,3.200000,4,1.784924,0.366962,False
val,108,2,49826,21.183662,34.329500,69.254997,74.357997,44.800001,56,0.517380,0.310673,False
val,108,3,2089,0.888144,11.926004,13.850999,13.850999,9.600000,12,0.896251,0.312021,False
val,108,4,572,0.243187,7.744276,9.477000,12.393000,4.800000,6,1.398099,0.321885,False
val,108,5,602,0.255942,7.877365,10.935000,10.206000,4.800000,6,1.535504,0.310950,False
val,108,6,1237,0.525914,10.014717,16.037999,9.477000,8.000000,10,0.962135,0.262183,False
val,108,7,2184,0.928534,12.104114,16.037999,12.393000,9.600000,12,0.830341,0.374742,False
val,108,8,21940,9.327852,26.117264,34.262999,37.907999,28.000000,35,0.591562,0.284095,False
val,108,9,24822,10.553142,27.214126,44.468998,46.655998,34.400001,43,0.535859,0.328315,False
val,108,10,1747,0.742742,11.236035,12.393000,21.140999,7.200000,9,1.086515,0.219774,False
val,108,11,258,0.109689,5.939119,6.561000,6.561000,4.000000,5,1.577180,0.214906,False
val,108,12,743,0.315889,8.449774,13.850999,11.664000,15.200000,19,1.611328,0.190003,False
val,108,13,598,0.254241,7.859879,9.477000,11.664000,6.400000,8,1.290113,0.195877,False
val,108,14,16772,7.130662,23.880518,27.701999,25.514999,22.400000,28,0.451150,0.175588,False
val,108,15,34565,14.695406,30.389787,58.319998,40.094998,29.600000,37,0.552077,0.168934,False
val,108,16,1092424,464.447094,96.082850,134.864995,182.978993,161.600002,202,0.415234,0.062838,False
val,108,17,2005,0.852431,11.763961,12.393000,13.122000,9.600000,12,0.821181,0.202194,False
val,108,18,111,0.047192,4.483561,5.103000,5.832000,2.400000,3,1.949485,0.230666,False
val,108,19,1,0.000425,0.932929,0.729000,0.729000,0.800000,1,2.352096,0.173173,True
val,108,20,9355,3.977304,19.657580,33.533999,18.224999,18.400000,23,0.622532,0.303376,False
val,108,21,5872,2.496497,16.831035,23.327999,17.495999,13.600000,17,0.646906,0.264241,False
val,108,22,753,0.320140,8.487513,10.935000,13.850999,4.800000,6,1.855438,0.246675,False
val,108,23,4708,2.001619,15.636070,21.869999,17.495999,12.000000,15,0.750892,0.201487,False
val,108,24,288,0.122444,6.160930,8.748000,9.477000,3.200000,4,1.674235,0.238388,False
val,108,25,345,0.146678,6.543174,10.206000,11.664000,3.200000,4,1.758959,0.145596,False
val,108,26,255,0.108414,5.916009,6.561000,8.019000,4.000000,5,1.549616,0.271429,False
val,108,27,16069,6.831780,23.542094,58.319998,37.178999,30.400000,38,0.790277,0.212556,False
val,108,28,29602,12.585372,28.859523,46.655998,39.365999,29.600000,37,0.452430,0.225220,False
val,108,29,768,0.326517,8.543501,10.206000,8.748000,7.200000,9,1.120921,0.110513,False
val,108,30,388,0.164959,6.804445,8.748000,8.019000,4.800000,6,1.485215,0.227298,False
val,108,31,8457,3.595517,19.007321,24.056999,24.056999,20.000000,25,0.595186,0.251758,False
val,108,32,1,0.000425,0.932929,0.729000,0.729000,0.800000,1,2.352096,0.101123,True
val,108,33,266,0.113091,5.999882,5.832000,7.290000,6.400000,8,1.397109,0.101846,False
val,108,34,815,0.346500,8.714343,11.664000,10.206000,6.400000,8,1.099569,0.229072,False
val,108,35,369,0.156881,6.691512,10.935000,9.477000,2.400000,3,1.899524,0.237136,False
val,108,36,374,0.159007,6.721600,8.019000,8.019000,4.800000,6,1.358430,0.171126,False
val,108,37,11154,4.742154,20.844541,29.888999,21.140999,22.400000,28,0.538363,0.055879,False
val,108,38,74,0.031461,3.916752,5.103000,5.103000,1.600000,2,2.352096,0.165402,False
val,108,39,2313,0.983378,12.337884,13.122000,14.579999,10.400000,13,0.802336,0.132866,False
val,108,40,2747,1.167895,13.065770,15.308999,16.037999,8.000000,10,0.824561,0.104318,False
val,108,41,413,0.175588,6.947557,10.206000,10.206000,6.400000,8,1.634507,0.148750,False
val,108,42,33,0.014030,2.992403,5.103000,4.374000,0.800000,1,2.352096,0.175659,False
val,108,43,1722,0.732113,11.182181,10.935000,16.766999,8.000000,10,0.984821,0.144916,False
val,108,44,338,0.143702,6.498618,8.019000,6.561000,5.600000,7,1.384814,0.182817,False
val,108,45,386,0.164109,6.792733,8.019000,8.019000,4.800000,6,1.395414,0.155206,False
val,108,46,30580,13.001172,29.173909,40.094998,53.216998,36.800001,46,0.616406,0.215795,False
val,108,47,218,0.092683,5.614800,6.561000,5.832000,4.800000,6,1.575257,0.280263,False
val,108,48,3644,1.549257,14.356269,16.037999,19.682999,15.200000,19,0.823621,0.123034,False
val,108,49,624,0.265295,7.972178,10.935000,8.748000,8.800000,11,1.240127,0.315595,False
val,108,50,1,0.000425,0.932929,0.729000,0.729000,0.800000,1,2.352096,0.237213,True
val,108,51,405,0.172187,6.902406,9.477000,8.748000,4.000000,5,1.364796,0.175522,False
val,108,52,41508,17.647241,32.301751,37.178999,43.010998,54.400001,68,0.477072,0.262014,False
val,108,53,2858,1.215087,13.239438,14.579999,16.766999,15.200000,19,0.854260,0.172738,False
val,108,54,2641,1.122828,12.895502,13.122000,13.850999,11.200000,14,0.765923,0.173636,False
val,108,55,1544,0.656436,10.782792,10.935000,12.393000,9.600000,12,0.924690,0.189879,False
val,108,56,129,0.054845,4.713882,7.290000,5.832000,2.400000,3,2.096829,0.147217,False
val,108,57,223,0.094809,5.657403,5.832000,5.832000,6.400000,8,1.518842,0.295956,False
val,108,58,1267,0.538669,10.095031,12.393000,12.393000,10.400000,13,1.115714,0.179483,False
val,108,59,647,0.275074,8.068948,10.935000,10.935000,5.600000,7,1.465061,0.140395,False
val,108,60,1,0.000425,0.932929,0.729000,0.729000,0.800000,1,2.352096,0.199374,True
val,108,61,51,0.021683,3.459703,5.103000,6.561000,0.800000,1,2.352096,0.139866,False
val,108,62,1777,0.755496,11.299987,11.664000,13.122000,8.800000,11,0.870950,0.214339,False
val,108,63,167,0.071001,5.137529,6.561000,6.561000,4.000000,5,1.802804,0.156321,False
val,108,64,238,0.101186,5.781508,8.019000,8.019000,4.000000,5,1.719599,0.234576,False
val,108,65,1409,0.599040,10.458895,13.122000,16.037999,6.400000,8,1.106770,0.200408,False
val,108,66,4728,2.010122,15.658180,17.495999,24.785999,13.600000,17,0.688515,0.290218,False
val,108,67,235,0.099911,5.757113,8.748000,9.477000,4.000000,5,2.061837,0.171825,False
val,108,68,2029,0.862635,11.810714,11.664000,14.579999,12.000000,15,0.788282,0.252119,False
val,108,69,5111,2.172956,16.070057,13.850999,26.972999,15.200000,19,0.738165,0.241975,False
val,108,70,2073,0.881342,11.895478,11.664000,15.308999,10.400000,13,0.849841,0.232323,False
val,109,1,32,0.014904,3.053258,4.578000,3.815000,2.400000,3,2.080045,0.429844,False
val,109,2,296,0.137858,6.409302,9.156000,12.208000,2.400000,3,1.856988,0.434401,False
val,109,3,13242,6.167266,22.752617,41.202001,28.994000,16.800000,21,0.505735,0.333461,False
val,109,4,1325,0.617099,10.562955,12.971000,14.497000,11.200000,14,0.975532,0.391825,False
val,109,5,311,0.144844,6.515788,6.867000,7.630000,5.600000,7,1.366991,0.381548,False
val,109,6,251,0.116900,6.066498,7.630000,7.630000,4.000000,5,1.488458,0.336198,False
val,109,7,12089,5.630273,22.072098,22.890000,22.890000,27.200000,34,0.412591,0.275668,False
val,109,8,3253,1.515037,14.249780,13.734000,13.734000,17.600000,22,0.645529,0.230499,False
val,109,9,646,0.300865,8.313636,10.682000,9.156000,8.800000,11,1.096838,0.267707,False
val,109,10,380,0.176979,6.965859,8.393000,6.104000,4.800000,6,1.288286,0.276048,False
val,109,11,4450,2.072522,15.818556,24.416000,17.549000,20.000000,25,0.697218,0.196823,False
val,109,12,157,0.073120,5.188160,6.104000,7.630000,3.200000,4,1.668480,0.163055,False
val,109,13,11548,5.378310,21.737808,29.757000,23.653000,24.800000,31,0.448096,0.131765,False
val,109,14,6466,3.011444,17.916729,16.786000,26.705000,18.400000,23,0.513707,0.208172,False
val,109,15,705,0.328343,8.559397,11.445000,11.445000,7.200000,9,1.230419,0.226815,False
val,109,16,113,0.052628,4.649501,6.867000,6.104000,2.400000,3,1.881125,0.137465,False
val,109,17,30,0.013972,2.988275,4.578000,5.341000,0.800000,1,2.147143,0.156177,False
val,109,18,422,0.196540,7.213582,8.393000,9.156000,7.200000,9,1.216036,0.207482,False
val,109,19,54,0.025150,3.635059,4.578000,4.578000,2.400000,3,2.027857,0.188497,False
val,109,20,492,0.229142,7.592215,8.393000,9.919000,5.600000,7,1.239408,0.127751,False
val,109,21,260,0.121091,6.138156,6.867000,6.867000,6.400000,8,1.395643,0.108103,False
val,109,22,247,0.115037,6.034100,6.867000,7.630000,4.000000,5,1.408247,0.105888,False
val,109,23,454,0.211444,7.391492,11.445000,10.682000,6.400000,8,1.220182,0.143014,False
val,109,24,4044,1.883433,15.322062,15.260000,18.312000,16.000000,20,0.594659,0.144681,False
val,109,25,1053,0.490419,9.784146,12.208000,9.919000,16.000000,20,1.070513,0.235578,False
val,109,26,1173,0.546307,10.142527,9.156000,9.919000,12.000000,15,0.898761,0.162240,False
val,109,27,339,0.157884,6.705740,9.156000,6.867000,5.600000,7,1.330088,0.108595,False
val,109,28,310,0.144378,6.508797,8.393000,7.630000,5.600000,7,1.295212,0.210166,False
val,109,29,8546,3.980173,19.662306,28.231000,23.653000,24.000000,30,0.577613,0.262092,False
val,109,30,134,0.062409,4.921322,5.341000,6.104000,4.000000,5,1.634392,0.319909,False
val,110,1,30648,12.710340,28.954730,39.600002,48.240002,19.200000,24,0.490624,0.351717,False
val,110,2,3086,1.279826,13.470512,15.120001,13.680001,16.800000,21,0.789170,0.245600,False
val,110,3,198,0.082115,5.392712,7.200000,6.480000,4.800000,6,1.607510,0.167090,False
val,110,4,5508,2.284278,16.339927,19.440001,21.600001,12.800000,16,0.641341,0.164510,False
val,110,5,286,0.118610,6.095942,7.920000,6.480000,4.000000,5,1.576596,0.146984,False
val,110,6,16568,6.871082,23.587151,31.680001,29.520001,23.200000,29,0.458298,0.128157,False
val,110,7,12042,4.994059,21.207282,23.760001,26.640001,20.800000,26,0.535036,0.187377,False
val,110,8,12259,5.084053,21.333911,26.640001,24.480001,20.000000,25,0.453575,0.238897,False
val,110,9,1197,0.496420,9.823891,10.080000,10.080000,11.200000,14,0.985053,0.161216,False
val,110,10,3303,1.369820,13.779126,11.520000,18.000001,15.200000,19,0.665781,0.094549,False
val,110,11,241,0.099948,5.757816,7.200000,7.920000,5.600000,7,1.750919,0.196431,False
val,110,12,142,0.058890,4.827048,5.760000,6.480000,3.200000,4,1.850901,0.244356,False
val,110,13,214,0.088750,5.534224,5.760000,7.200000,4.800000,6,1.712674,0.232926,False
val,110,14,4508,1.869558,15.284343,15.840001,16.560001,20.000000,25,0.608165,0.175296,False
val,110,15,33961,14.084307,29.962563,25.920001,30.960001,36.800001,46,0.368424,0.213264,False
val,110,16,163,0.067599,5.054149,5.040000,9.360000,4.800000,6,1.804751,0.233231,False
val,110,17,82,0.034007,4.019667,5.760000,5.040000,4.000000,5,2.205425,0.200715,False
val,111,1,1912,0.935387,12.133821,12.512000,14.076000,12.800000,16,0.677794,0.302659,False
val,111,2,1113,0.544501,10.131335,9.384000,9.384000,20.000000,25,0.925618,0.208836,False
val,111,3,2060,1.007792,12.439150,14.076000,13.294000,17.600000,22,0.784885,0.105478,False
val,111,4,987,0.482859,9.733612,12.512000,9.384000,11.200000,14,0.888457,0.136232,False
val,111,5,1,0.000489,0.977616,0.782000,0.782000,0.800000,1,2.044073,0.158335,True
val,111,6,912,0.446168,9.480544,13.294000,9.384000,11.200000,14,0.889800,0.097692,False
val,111,7,315,0.154104,6.651789,10.948000,7.820000,6.400000,8,1.349737,0.189863,False
val,112,1,207,0.067830,5.059884,5.760000,5.120000,5.600000,7,1.916563,0.087700,False
val,112,2,453,0.148439,6.569261,8.320000,8.320000,5.600000,7,1.717877,0.154553,False
val,112,3,414,0.135660,6.375054,5.760000,6.400000,6.400000,8,1.592222,0.216902,False
val,112,4,107,0.035062,4.060801,5.760000,3.840000,4.000000,5,2.367251,0.316972,False
val,113,1,858,0.418677,9.281687,10.153000,12.496000,8.800000,11,1.000771,0.275711,False
val,113,2,30656,14.959172,30.570531,31.240001,36.707001,39.200001,49,0.362787,0.098780,False
val,113,3,402,0.196163,7.208969,5.467000,14.058000,5.600000,7,1.264252,0.121958,False
val,113,4,5693,2.778007,17.441274,22.649001,24.992001,17.600000,22,0.598631,0.133053,False
val,113,5,690,0.336698,8.631392,8.591000,10.934000,10.400000,13,1.214737,0.217737,False
val,113,6,19030,9.286047,26.078188,45.298001,47.641001,38.400001,48,0.621793,0.109850,False
val,113,7,1855,0.905182,12.001784,17.182000,13.277000,10.400000,13,0.782163,0.207036,False
val,113,8,16217,7.913391,24.724147,32.802001,33.583001,28.800000,36,0.425860,0.202580,False
val,113,9,665,0.324499,8.525863,8.591000,10.153000,8.000000,10,1.078585,0.175401,False
val,113,10,7967,3.887648,19.508749,27.335001,24.992001,19.200000,24,0.471751,0.273898,False
val,113,11,16,0.007808,2.461337,3.905000,4.686000,1.600000,2,2.049311,0.282812,False
val,113,12,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.330426,True
val,113,13,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.329907,True
val,113,14,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.331155,True
val,113,15,11,0.005368,2.172345,3.124000,3.124000,1.600000,2,2.049311,0.282565,False
val,113,16,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.323816,True
val,113,17,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.287028,True
val,113,18,14,0.006832,2.354185,3.124000,3.905000,1.600000,2,2.049311,0.281299,False
val,113,19,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.323655,True
val,113,20,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.323996,True
val,113,21,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.278251,True
val,113,22,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.276141,True
val,113,23,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.323549,True
val,113,24,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.324454,True
val,113,25,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.324517,True
val,113,26,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.280289,True
val,113,27,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.278154,True
val,113,28,18,0.008783,2.559894,3.124000,9.372000,0.800000,1,2.049311,0.334785,False
val,113,29,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.325476,True
val,113,30,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.282351,True
val,113,31,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.280192,True
val,113,32,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.326484,True
val,113,33,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.337806,True
val,113,34,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.332087,True
val,113,35,4,0.001952,1.550545,0.781000,3.124000,0.800000,1,2.049311,0.335415,False
val,113,36,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.320036,True
val,113,37,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.319553,True
val,113,38,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.324927,True
val,113,39,2,0.000976,1.230669,0.781000,0.781000,1.600000,2,2.049311,0.326139,True
val,113,40,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.307749,True
val,113,41,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.280349,True
val,113,42,2,0.000976,1.230669,0.781000,1.562000,0.800000,1,2.049311,0.317482,True
val,113,43,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.324155,True
val,113,44,6,0.002928,1.774931,0.781000,1.562000,2.400000,3,2.049311,0.325621,False
val,113,45,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.326921,True
val,113,46,8,0.003904,1.953565,1.562000,5.467000,0.800000,1,2.049311,0.312895,False
val,113,47,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.289611,True
val,113,48,28,0.013663,2.966087,4.686000,7.029000,2.400000,3,2.049311,0.290020,False
val,113,49,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.317568,True
val,113,50,2,0.000976,1.230669,0.781000,0.781000,1.600000,2,2.049311,0.320505,True
val,113,51,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.323432,True
val,113,52,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.323920,True
val,113,53,9,0.004392,2.031789,0.781000,2.343000,2.400000,3,2.049311,0.324995,False
val,113,54,7,0.003416,1.868517,1.562000,2.343000,2.400000,3,2.049311,0.292998,False
val,113,55,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.316202,True
val,113,56,5,0.002440,1.670274,0.781000,1.562000,2.400000,3,2.049311,0.320093,False
val,113,57,6,0.002928,1.774931,0.781000,4.686000,0.800000,1,2.049311,0.315093,False
val,113,58,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.316626,True
val,113,59,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.315961,True
val,113,60,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.294879,True
val,113,61,9,0.004392,2.031789,0.781000,2.343000,2.400000,3,2.049311,0.311141,False
val,113,62,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.295764,True
val,113,63,45,0.021959,3.474311,2.343000,6.248000,5.600000,7,2.049311,0.308072,False
val,113,64,4,0.001952,1.550545,0.781000,1.562000,1.600000,2,2.049311,0.308350,False
val,113,65,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.308705,True
val,116,1,611132,266.351941,79.827479,108.101562,103.367188,93.099998,133,0.146445,0.150558,False
